id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price
9835,Beautiful Room & House,33057,Manju,Manningham,-37.77268392793162,145.09213284673402,Private room,60
10803,Room in Cool Deco Apartment in Brunswick,38901,Lindsay,Moreland,-37.76650511833534,144.98073609952363,Private room,35
12936,St Kilda 1BR APT+BEACHSIDE+VIEWS+PARKING+WIFI+AC,50121,Frank & Vince,Port Phillip,-37.859755022252834,144.9773691312915,Entire home/apt,159
15246,Large private room-close to city,59786,Eleni,Darebin,-37.758970717393446,144.98922790666975,Private room,50
16760,Melbourne BnB near City & Sports,65090,Colin,Port Phillip,-37.864530304952794,144.9922379283506,Private room,69
38271,Melbourne - Old Trafford Apartment,164193,Daryl,Casey,-38.05725413934634,145.33935613079854,Entire home/apt,98
41836,CLOSE TO CITY & MELBOURNE AIRPORT,182833,Diana,Darebin,-37.697294180802764,145.00081557170424,Private room,50
43414,Home In The City,189682,Belinda,Melbourne,-37.8102672330311,144.98591997042834,Private room,100
43429,Tranquil Javanese-Style Apartment in Oakleigh East,189684,Allan,Monash,-37.89960099646283,145.1144745408343,Entire home/apt,98
44082,Queen Room in Beautiful House,193031,Vicki,Frankston,-38.14932045433776,145.14156886702006,Private room,60
47100,Très Charming in Fabulous Richmond,212071,Loren,Yarra,-37.818037392220774,145.0044163891977,Entire home/apt,98
50492,St Kilda Central LUXE 2BR APT+TWO COURTYARDS+WIFI,50121,Frank & Vince,Port Phillip,-37.86127469286107,144.98037860122366,Entire home/apt,190
51592,Central City Warehouse Apartment,190879,Michelle,Melbourne,-37.814855786785365,144.96267162309218,Entire home/apt,228
58055,By the park,277353,Loretta,Bayside,-37.92959204029376,145.02567746802376,Private room,46
62606,A Room Near the Park,277353,Loretta,Bayside,-37.92817275457734,145.02517598023326,Private room,50
65432,Garden Views,277353,Loretta,Bayside,-37.92979030350799,145.02547933596728,Private room,43
66754,Richmond Super Central 60s Cool 1BR APT+WIFI+AC,50121,Frank & Vince,Yarra,-37.82091639875099,144.9938393105982,Entire home/apt,138
67211,"Kew Tranquility, Melbourne",326880,Kate,Boroondara,-37.80361859808861,145.0338956999893,Private room,42
68036,Classic Fitzroy Terrace (w/ cat) - walk to Tennis,336319,Andre,Yarra,-37.80311550572586,144.9766031381292,Entire home/apt,161
68411,Large Bayside suburban house,334095,Alec,Bayside,-37.932058772252695,145.01460275794574,Entire home/apt,300
68482,Charming house inner Melbourne,59786,Eleni,Darebin,-37.758610284310116,144.98927741713635,Entire home/apt,140
69421,"Pet Friendly Warm Apmt , Clifton Hill, Melbourne",347754,Wendy,Yarra,-37.78784129511756,145.0054788650063,Entire home/apt,180
70004,King Single in Beautiful House,193031,Vicki,Frankston,-38.149307817866,145.1418967831164,Private room,60
70328,AWESOME BEACH HOUSE BnB -,356006,Raewyn,Kingston,-38.00546324737567,145.0854132635382,Private room,68
71156,Lovely Apartment with view and cat!,318900,Lisa,Darebin,-37.76249518227676,145.0085686176337,Entire home/apt,60
72576,"Stunning Fitzroy, own level + bathroom.  No Ikea!",376675,Ramona,Yarra,-37.80688625847805,144.97945512802343,Private room,120
74324,Tamerlane: Architect-designed luxury living,390761,Matt,Yarra,-37.80275304397114,144.97616079928193,Entire home/apt,228
74548,City Location-Perfect for Singles,392505,Mario,Melbourne,-37.81550170482398,144.95893682143915,Private room,64
74715,"Northcote, A Classic in Melbourne",392594,Walter,Darebin,-37.77257908075387,145.0099414025855,Private room,48
74959,Blissful Beachside Port Melbourne Warehouse,395864,Linda,Port Phillip,-37.84027741345648,144.93594655031615,Private room,96
76867,"City's edge Penthouse - private bath, views!",410806,Judy,Port Phillip,-37.83228712664918,144.96845021607487,Private room,84
78143,2 bedrooms-ideal for friends/family,419767,Julie,Stonnington,-37.85309803099591,144.99011746424364,Private room,98
80986,Richmond Central Parkside 1BR APT+PARKING+WIFI,50121,Frank & Vince,Yarra,-37.81639403194638,145.0026173738377,Entire home/apt,119
86369,"1950s Apartment, St Kilda East",246509,Fiona,Glen Eira,-37.86971189833982,145.0066165113031,Entire home/apt,109
108032,Studio apartment on Collins Street,559227,Malcolm,Melbourne,-37.81639168436881,144.9665196842208,Entire home/apt,140
111001,Double Guest Room Ensuited,569413,Dina,Port Phillip,-37.83738889538411,144.9663734966788,Private room,80
120487,Garden Bungalow with the Possums,606393,Barbara,Kingston,-37.99106954994175,145.07642922899657,Entire home/apt,90
126723,Strawbale Home In Leafy Suburb,628372,Erika,Maroondah,-37.82690663835306,145.26279765111798,Private room,50
133617,Life style on the Beach 豪华的海边生活,646383,Hannah,Port Phillip,-37.84317136390199,144.94031329273764,Private room,80
136510,Private Room,668249,Shirley,Melbourne,-37.7791927325361,144.9404136937349,Private room,46
144236,"Lux Apartment, Australian Open",699180,Peter,Melbourne,-37.84499107523363,144.9792883957366,Private room,245
150729,"Fabulous Fitzroy, gorgeous Gertrude St.   No Ikea!",376675,Ramona,Yarra,-37.8050844596256,144.97942381313118,Private room,90
156482,Light-Filled Family-Friendly House in Yarraville,707620,Georgia,Maribyrnong,-37.81565272956933,144.88869775117283,Entire home/apt,205
157427,"Stone's Throw Studio, Belgrave",717024,Margaret,Yarra Ranges,-37.90604688354097,145.35068686583148,Entire home/apt,161
161033,Healesville Yarra Valley Cottage,770883,Karen,Yarra Ranges,-37.63281880311429,145.49766184180908,Entire home/apt,80
161404,"Handy Location, 5Beds, 3bath, 10km to CBD, Austin",772011,Alice,Banyule,-37.75650916499669,145.03991442461393,Entire home/apt,138
163077,Elwood Chic 1BR APT+WALK TO VILLAGE+PARKING+WIFI,50121,Frank & Vince,Port Phillip,-37.879590299902596,144.99165454460422,Entire home/apt,138
167067,Convenient Spot in Mt Waverley,796181,John,Monash,-37.87145933143041,145.12984412081693,Private room,46
171291,On the Beach. Melbourne Beach Front,503485,Carmen,Port Phillip,-37.85290675391162,144.960490187533,Entire home/apt,199
173426,Beautiful Northcote home with heart -close to city,804527,Tania,Darebin,-37.76315408202412,144.98577538370978,Private room,36
189128,"Luxury Heated Room, Private Bathroom & Breakfast",668611,Toni,Boroondara,-37.8175956501908,145.05912873577486,Private room,60
189293,A POP-UP BEDROOM NEAR CITY AND AIRPORT,182833,Diana,Darebin,-37.69878870254852,145.00192804306099,Private room,30
189406,Position Perfect - Richmond,913736,Danielle & Ruth,Yarra,-37.817576284993144,144.99832692780961,Entire home/apt,161
189434,PositionPerfect Carlton Paris Style,913736,Danielle & Ruth,Melbourne,-37.79870028783484,144.96671247342036,Entire home/apt,161
210568,"Carnarvon, Armadale/St KldaE/Caulfl",1038237,Ian,Glen Eira,-37.86898329682784,145.02774921588423,Private room,58
213348,Large room in quiet Victorian home,689924,Adrian,Port Phillip,-37.858742024311425,144.98633314783334,Private room,71
214565,Warm and inviting cottage in the North East,1107678,Helen,Banyule,-37.71369993220629,145.1238011186549,Private room,30
215787,5 mins Melbourne CBD in Richmond.,700065,Marilyn,Yarra,-37.81860840521551,144.98995523666994,Entire home/apt,93
227028,Flinders Lane Architect Loft Style Apartment,1184368,Dan,Melbourne,-37.81571435126724,144.96748225880918,Entire home/apt,220
227964,Bohemian Bungalow in Brunswick,1165452,Julie,Moreland,-37.7695722563566,144.97048359248444,Private room,90
229430,ROOM IN MODERN TOWNHOUSE Melbourne,1198300,Daniela,Boroondara,-37.829947292700666,145.05101957070917,Private room,48
230790,Clarelee - Belgrave Accommodation,1197236,Clarelee,Yarra Ranges,-37.905135301410915,145.35260667802018,Entire home/apt,140
232088,Melbourne 2  Bedrooms 2 Bathrooms FULL Kitchen,1214242,Mal,Moreland,-37.71003134065742,144.95156971571865,Entire home/apt,78
232812,Parkland apartment on edge of CBD,950667,Rosemary,Melbourne,-37.785697156398,144.95615541198623,Entire home/apt,190
234407,Gorgeous Peace btw City and Airport,1227462,Libya,Moreland,-37.70808721150263,144.94755210194384,Private room,61
240410,Beautifully Appointed Apt - Central,1260586,Neil,Melbourne,-37.80506803604791,144.95190444661716,Entire home/apt,155
241263,Modern apartment with amazing views,1345462,Gloria,Melbourne,-37.78128053499221,144.9561806745578,Private room,90
244872,Cool spot near chapel st!,605990,Jenny,Stonnington,-37.850765134057234,145.0101314993308,Private room,73
244952,Treehouse apartment in Fitzroy,287730,Rebecca,Yarra,-37.80403059498652,144.97908286617218,Entire home/apt,125
246337,"Walk MCG,CBD,,R'mond shop thru park",1292150,Elaine,Melbourne,-37.8110405915648,144.98956245439837,Private room,84
247006,Albert Park: Between St Kilda & CBD - Perfect spot,538647,Chris,Port Phillip,-37.84505683421742,144.9570998124434,Private room,91
247140,Self Contained Apartment (CBD Edge),1296115,Fiona,Melbourne,-37.81700475385843,144.97670479538306,Entire home/apt,226
248235,HUGE newly renovated home with pool,1300846,Ayelet,Glen Eira,-37.863922437673224,145.0173673545607,Entire home/apt,419
252381,Elwood Village 1BR APT+BEACHSIDE+PARKING+WIFI,50121,Frank & Vince,Port Phillip,-37.886033116562515,144.98822951668063,Entire home/apt,129
256186,Collingwood 2 bedrm Warehouse Apt,1344893,Hoang And Michael,Yarra,-37.801760333752846,144.98473054710308,Entire home/apt,120
257149,Sunny 2BR Melbourne flat 7kms CBD,504534,Lanie,Darebin,-37.76294155205965,144.9963986086171,Entire home/apt,129
257915,Central Apartments in Melbourne,569413,Dina,Melbourne,-37.825252898069174,144.96145302566194,Entire home/apt,700
261558,Victorian terrace in Nth Melbourne close to CBD!,1372143,Chloé,Melbourne,-37.8041725012411,144.95326898410997,Private room,125
262020,Deco luxury on Botanic Gardens!!,1374781,Jack,Melbourne,-37.83275171351254,144.9860622838237,Entire home/apt,161
263871,In The Heart Of The City- Melbourne,1384456,Eliisa,Melbourne,-37.816948724065526,144.9629509514355,Entire home/apt,125
267678,Stylish Sunny Apartment with Designer Finishes,1403667,Ben,Stonnington,-37.853017382777054,144.9962813718716,Entire home/apt,145
268525,Home 20mins (CBD) near Box Hill,1179603,Anita,Whitehorse,-37.81290110028286,145.1408066975332,Private room,40
268620,nice room,1407948,Richard,Melton,-37.73993849771658,144.73880764602748,Private room,72
268849,"Unique, Intimately Styled South Yarra Sanctuary",1408673,Little Journey,Stonnington,-37.83691697499828,144.99285368225898,Entire home/apt,115
277605,Angelus Retreat @ Mount Dandenong,1448773,Margaret Jiin,Yarra Ranges,-37.90560044148963,145.39524797897673,Entire home/apt,199
280698,Elwood Large 2BR Townhouse+STUDY+PARKING+WIFI+AC,50121,Frank & Vince,Port Phillip,-37.87383759211277,144.98860663375274,Entire home/apt,199
283257,sunlit studio down a quiet laneway,1475619,Lulu,Yarra,-37.80440177260397,144.98213135280955,Entire home/apt,140
284210,Fitzroyalty - luscious living in the heart of it,1480426,Kate,Yarra,-37.79849702408284,144.97882853377763,Entire home/apt,145
286460,Great Room in Fabulous Caulfield S,1490560,Uz,Glen Eira,-37.8992984504441,145.01855054115302,Private room,55
289467,The Suite @ Angelus Retreat,1448773,Margaret Jiin,Yarra Ranges,-37.90545663604081,145.39447363203413,Entire home/apt,251
297350,"Best, west of Melbourne-Wifi & Spa1",1533260,Ryan,Brimbank,-37.7848377699722,144.7562491608146,Private room,46
300679,Comfy room in Oakleigh South Melbourne,1505279,Julie,Kingston,-37.940004257756755,145.09678930535074,Private room,28
304910,Exclusive Brighton by the beach,1569097,Elizabeth,Bayside,-37.90389401107823,144.9998177031648,Private room,84
307615,Queen BR + Private Bathroom in Huge CBD Apartment,1582716,Sharyn,Melbourne,-37.80846795625053,144.96606133049033,Private room,75
307630,Queen-bed Room in Huge CBD Warehouse Apartment,1582716,Sharyn,Melbourne,-37.80815472547136,144.96620507655024,Private room,75
309093,3 Level Loft with Views close to City,1349266,Adam,Yarra,-37.81972784666131,145.00078264380954,Entire home/apt,295
310594,Cosy nest in vibrant eclectic area,1597828,Bridget,Yarra,-37.805233923909405,144.99517938723912,Entire home/apt,125
313648,"(1) Stylish, East Melb 1bed apt",1612516,Haydn,Melbourne,-37.81244723225082,144.98575614430627,Entire home/apt,109
315513,"Best, west of Melbourne-Wifi & spa2",1533260,Ryan,Brimbank,-37.783095527234735,144.75773804997468,Private room,46
317239,Inner City Home-12 mins by train to Melbourne CBD,1628602,Jacqueline,Hobsons Bay,-37.82988575651253,144.8712253428748,Private room,158
317351,** SPECIAL ** Bright & Spacious StKildaEast **,721348,Living Like Locals,Port Phillip,-37.86559027718592,145.00471396340333,Entire home/apt,125
323280,Classic Victorian Armadale Home :) Victorian House,1608157,Fay,Stonnington,-37.861710344419954,145.02103379946539,Private room,60
331605,3 Bedroom Apartment MT111,569413,Dina,Melbourne,-37.823482487453894,144.961795418272,Entire home/apt,357
334891,Attractive room in leafy Deepdene,1705701,Veruschka,Boroondara,-37.81285063013146,145.06378224334014,Private room,65
344458,St Kilda Gardens Executive Living,1710397,Amanda,Port Phillip,-37.87161035870704,144.98447737075406,Entire home/apt,174
353243,Resort Style Stop over,1789382,Betty,Frankston,-38.14896282746351,145.20915247950768,Private room,100
357740,House in Pristine Coastal Village,1810523,Viktoria,Casey,-38.22442664461991,145.30893271461696,Shared room,60
361613,"Walk CBD, MCG through gardens(1or2)",1292150,Elaine,Melbourne,-37.8128063686519,144.98821300335513,Private room,109
363060,SUNLIT Kitchen/Vegie Garden/CLEAN,1835097,Rovielle,Wyndham,-37.84545379982072,144.716379923007,Private room,71
363278,Fitzroy: Tiny stone cottage,1835785,Alan,Yarra,-37.802556584687714,144.98280653529417,Private room,71
365832,ST KILDA EAST EXCEPTIONAL LARGE STUNNING HOME,1847357,Susan,Port Phillip,-37.86711195663734,144.99383453887697,Entire home/apt,329
366848,Your Own Place in Central Melbourne,1852215,Trevor,Melbourne,-37.81132535304543,144.9727608037524,Entire home/apt,129
376421,A fantastic B&B in Heidelberg Melbourne,1892688,Brett,Banyule,-37.753036745400614,145.07013912055,Private room,174
381690,Renovated Art Deco fully furnished,1914257,Shelly,Port Phillip,-37.86393062254435,144.99823953481987,Entire home/apt,114
386252,"Room for rent, townhouse in Kew",381584,F,Boroondara,-37.80883314311039,145.03969495189065,Shared room,100
394600,"4/2 Pottery Court Brunswick, Melbourne",485320,Julie,Moreland,-37.769103655479995,144.95304391201353,Entire home/apt,120
397285,Style in the Heart of Caulfield,1710397,Amanda,Glen Eira,-37.8812868314439,145.0225141023186,Entire home/apt,174
402105,Spacious Bayside Lifestyle,1710397,Amanda,Glen Eira,-37.88162081538575,144.99831548104032,Entire home/apt,221
403580,Heritage Listed House Close To Park,2012806,Anthony,Melbourne,-37.79973319568869,144.97188170724314,Private room,86
403876,Luxurious Self Contained Pool House,2014143,Abby,Stonnington,-37.84167429092128,145.03504749273932,Entire home/apt,136
406997,Spacious Rm for you or couple 2/43,2027601,Bill,Stonnington,-37.88374181561817,145.0609024867177,Private room,50
411059,Classic and Contemporary Apartment on Collins St,1435566,Sunny,Melbourne,-37.81644679659953,144.9605545782266,Entire home/apt,132
414093,Penthouse St Kilda Style,1710397,Amanda,Port Phillip,-37.870521833117415,144.97964017530924,Entire home/apt,246
415776,Expansive City Views POOL SPA GYM!!,2067875,Kate,Stonnington,-37.83789697373202,144.99695655758276,Private room,82
419490,Very Large 2 Bdrm Apt in Melbourne!,2068905,Victoria,Moonee Valley,-37.78484819118399,144.92750848281904,Entire home/apt,150
432113,Split Level City Centre Apartment + free parking,2148869,Marian And Alan,Melbourne,-37.82690135811072,144.968054310832,Entire home/apt,150
433779,Room with private courtyard 7,2027601,Bill,Stonnington,-37.8834382095045,145.06114593604042,Private room,46
437892,Will feel like U never left home.,2151046,Jin,Monash,-37.906455931145175,145.1215560818607,Private room,48
438849,Grand Old Victorian Hawthorn Home,2180044,Ian,Boroondara,-37.82406443566624,145.0565611359405,Entire home/apt,199
438899,Uber-Cool Loft - South Melbourne + Crossfit gym,1777499,Richard,Port Phillip,-37.83358757025738,144.96480335592994,Entire home/apt,300
448006,Smart Modern St Kilda,1710397,Amanda,Port Phillip,-37.87147966774816,144.98453950740836,Entire home/apt,174
448017,Garden Views On Herbert,1710397,Amanda,Port Phillip,-37.871275238814505,144.98422957376025,Entire home/apt,174
448041,St Kilda Garden Views,1710397,Amanda,Port Phillip,-37.87133341172594,144.982704043209,Entire home/apt,174
449585,Need Luxury Homebase in Melbourne 1,2232579,Nola,Boroondara,-37.804914582190115,145.05325428250777,Private room,100
453940,Corner room - Private & Lovely Balwyn Nth Home,2255480,Jessica,Boroondara,-37.79559276496957,145.0789247618148,Private room,40
456950,St Kilda Bay Views,2271938,Harry,Port Phillip,-37.853973205451844,144.9819776763221,Entire home/apt,291
458168,Smart Modern in St Kilda,1710397,Amanda,Port Phillip,-37.87273774324018,144.983059820809,Entire home/apt,174
458182,Caulfield Executive Apartment,1710397,Amanda,Glen Eira,-37.881968254309605,145.02401327363583,Entire home/apt,174
464528,"BOUTIQUE STAYS - Zinc 501, Amazing Views",760849,Boutique Stays Accommodation Group,Port Phillip,-37.844135339726826,144.93912595949695,Entire home/apt,325
464612,Point Cook Homestay with Private Bathroom,2309055,Serena And KC,Wyndham,-37.90042129541459,144.724964251269,Private room,54
466494,"BOUTIQUE STAYS - Victorian Vogue, Pet Friendly",760849,Boutique Stays Accommodation Group,Yarra,-37.81723960811698,145.00899160309288,Entire home/apt,505
466732,"BOUTIQUE STAYS - Lalique, Pet Friendly",760849,Boutique Stays Accommodation Group,Port Phillip,-37.88789545503975,144.98601364199922,Entire home/apt,285
467028,Carlton Victoria / own bathroom,943036,Lucy,Melbourne,-37.80125335169051,144.95747156971498,Private room,96
467125,New apartment in Melbourne's west,1583957,Tom,Maribyrnong,-37.78143577453627,144.87804002193928,Entire home/apt,115
475855,Northside in Preston + wifi,2358976,Kirsten,Darebin,-37.732424169025414,144.98809388625216,Private room,53
479281,"BOUTIQUE STAYS - Brighton Rose, Pet Friendly",760849,Boutique Stays Accommodation Group,Bayside,-37.90883250807714,144.9907719420793,Entire home/apt,335
479333,"BOUTIQUE STAYS - Clifton Park, Pet Friendly",760849,Boutique Stays Accommodation Group,Yarra,-37.78642812225328,145.0018017780757,Entire home/apt,335
479472,"BOUTIQUE STAYS - Sandyside 2, Pet Friendly unit",760849,Boutique Stays Accommodation Group,Bayside,-37.952310984836416,145.0117260859428,Entire home/apt,305
479736,Belsize Garden Apartment St Kilda,223256,Barbara,Port Phillip,-37.86946797821751,144.9964315851885,Entire home/apt,120
483719,Quiet Studio Next to Train Station,9082,Dennis,Banyule,-37.74208619943394,145.0654081886653,Private room,60
488819,Brunswick St at your doorstep,1583912,Dave,Yarra,-37.803062753665046,144.97670322852792,Entire home/apt,150
491993,Smart Caulfield Townhouse,1710397,Amanda,Glen Eira,-37.89715718908988,145.03050234344525,Entire home/apt,174
492012,Bay Views Port Melbourne,1710397,Amanda,Port Phillip,-37.84102770775057,144.93791343982815,Entire home/apt,195
492071,"BOUTIQUE STAYS - Sandy Haven C, Pet Friendly",760849,Boutique Stays Accommodation Group,Bayside,-37.94889212979095,145.00404691102392,Entire home/apt,375
496502,Budget-friendly double room,2453853,Airdrie,Moreland,-37.75570943155449,144.97172709608327,Private room,30
501143,Beautiful Little House In St. Kilda,2473007,Lisa-Marie,Port Phillip,-37.86569151002518,144.97880011881898,Private room,120
506491,"Relax! Private, Stylish Loft & Spa!",2496901,Maureen,Whitehorse,-37.84329766513832,145.13554998285863,Private room,78
508586,Beautiful Ensuite - convenient & private room,2255480,Jessica,Boroondara,-37.79362616748355,145.08470920535842,Private room,46
508590,"Sunlit, Cosy Room in Convenient Location",2255480,Jessica,Boroondara,-37.793996886813645,145.0835045591389,Private room,40
508594,"Large room - Convenient, Private & Cosy location",2255480,Jessica,Boroondara,-37.79545773798528,145.0834516594192,Private room,40
509326,home away from home,2509807,Rob,Whittlesea,-37.68273387945652,145.02837111191488,Private room,114
513766,Guest room in a big house,2531069,Sanjeev,Casey,-38.06865321115853,145.3342678297401,Private room,71
515607,Quiet modern home 1,2539832,Craig,Wyndham,-37.888576190079,144.63698848513792,Private room,30
519819,Funky Paris end of Collins Street apartment,2558288,Alan,Melbourne,-37.814560862151346,144.9740027487216,Entire home/apt,168
524247,Mitford Street Elwood Lifestyle,1710397,Amanda,Port Phillip,-37.87652049373244,144.98398249151893,Entire home/apt,221
524570,Private En suite room in  Yarra Glen Town house,2579341,Theresa,Yarra Ranges,-37.65516883516092,145.37550892518385,Private room,80
529300,St Kilda 1 Bedroom Apartment,2600707,Alan,Port Phillip,-37.86309654716126,144.98391892958705,Entire home/apt,93
529321,St Kilda Studio in Redan St,2600707,Alan,Port Phillip,-37.85956809907781,144.98917921209497,Entire home/apt,62
529339,Luxury Penthouse Near StKilda & CBD,2600707,Alan,Port Phillip,-37.846995039498765,144.9621357741135,Private room,180
531324,Home away from home 欢迎回家,2581091,Marta,Darebin,-37.72954143888114,145.02914543593434,Private room,71
532347,B&B Guest House with Pool Room 1,2616259,Peter,Glen Eira,-37.89248048577332,145.07546401018303,Private room,72
535813,Smart Artz Gallery - Venue Hire,2633177,Sharon,Melbourne,-37.814082738210104,144.96933356933835,Private room,1650
542188,Oberon Stylish Art Deco,223256,Barbara,Port Phillip,-37.872119410833015,144.98312935223504,Entire home/apt,138
546849,Private Room with Courtyard 5/45,2027601,Bill,Stonnington,-37.8835125899077,145.06102671621804,Private room,40
552797,Stylish Fitzroy Apartment with Cool Brick Arches,2716860,Jess And Kristy,Yarra,-37.80453202425529,144.97792558982883,Entire home/apt,109
554087,"Fabulous house, fabulous ST KILDA",2707723,Marjolein,Port Phillip,-37.85742092064984,144.97478016486988,Private room,125
556080,Fitzroy Terrace close to Gertrude S,2734929,Keren,Yarra,-37.805157910825045,144.9823124723115,Entire home/apt,245
557900,Look out over the CBD from a Boutique Flat,1700056,Rodger,Melbourne,-37.81751830190891,144.96522747755048,Entire home/apt,190
564734,Executive Elwood Apartment,1710397,Amanda,Port Phillip,-37.88231633633391,144.98472668859287,Entire home/apt,174
565813,Bright & spacious home stay,2002047,Ely,Port Phillip,-37.864094899386586,145.00235221833876,Private room,54
567486,Spacious modern studio,2792235,Sara,Boroondara,-37.834396286807696,145.0348787781541,Private room,75
567514,Convenient Location,2792428,Jean,Boroondara,-37.85957631901379,145.08104091135152,Private room,40
567941,"Elegant Victorian, Spacious Room",2794092,Caleb & Jocelyn,Yarra,-37.80200723532867,144.9875689777875,Private room,84
571502,Simple but clean and secure room in Carlton!,2812963,Medley,Melbourne,-37.80685644209019,144.96671119194713,Private room,80
591772,HEART of CBD - Location with Quality,2921365,Vivian,Melbourne,-37.81128308728994,144.961975336319,Private room,65
592162,Right in the heart of the City!,2922619,Dean,Melbourne,-37.81688978057893,144.95371535935564,Entire home/apt,161
607674,Edna Walling Cottage (Heritage),2558288,Alan,Yarra Ranges,-37.883878306485656,145.36184431397476,Entire home/apt,168
609602,Spacious rm for you or couple 3/43,2027601,Bill,Stonnington,-37.88332809289042,145.06240817669786,Private room,50
614259,Stylish South Yarra Apartment,2793499,Luxuria Property Group,Stonnington,-37.839395345605254,144.99607057954793,Entire home/apt,80
619328,Fitzroy - Queen room in great house,2734929,Keren,Yarra,-37.806048511810744,144.98078923124402,Private room,120
619363,Fitzroy Terrace - Room for one or two guests,2734929,Keren,Yarra,-37.8044460327704,144.98056073463465,Private room,84
621155,Picture Perfect Oasis Richmond,355966,Jasmin,Yarra,-37.821480662525076,144.99428654598975,Entire home/apt,105
624205,2 Bedroom Apartment MT267,569413,Dina,Melbourne,-37.82329967521476,144.96303245801178,Entire home/apt,230
628156,"QS bed & PRIVATE bathroom, Gr8 WiFi, TV & Netflix",3119669,James,Port Phillip,-37.84181137672664,144.93759339401325,Private room,65
628370,Close to Beach and City - Sleeps 4,2150180,Janine,Port Phillip,-37.84188452216884,144.94252839067522,Entire home/apt,174
633258,Hip sun drenched Windsor apartment,440653,Rob,Stonnington,-37.85513120674799,144.99451277507015,Entire home/apt,73
633546,Sunny Central Space for 3!,3153972,Trish,Hobsons Bay,-37.828737183993006,144.8786093010141,Private room,80
639260,Fitzroy pad with secure Parking,172878,Christopher,Yarra,-37.801733433733574,144.97536503136956,Entire home/apt,161
641180,Cosy Inner City Studio Eco-Apartment,3079228,Anthony,Moreland,-37.77593462123154,144.96927594999676,Entire home/apt,89
642782,Entire apartment - heart of Prahran,917998,Wendy,Stonnington,-37.852219527276766,144.99330859499636,Entire home/apt,96
644223,"Sunny St Kilda, Art Deco, Wifi inc.",266620,Beverley,Port Phillip,-37.870442054075255,144.98890977983461,Entire home/apt,120
648169,Artist Warehouse Apartment Fitzroy,3251357,Ryan,Yarra,-37.79703496711093,144.98311121620065,Private room,90
651578,Artist's Home in South Yarra,3273522,Louise,Melbourne,-37.83360018126019,144.98398861337958,Private room,86
653384,Need luxury homebase in Melbourne 2,2232579,Nola,Boroondara,-37.80314804552703,145.0529728959576,Private room,100
653386,Need Luxury Homebase in Melbourne 3,2232579,Nola,Boroondara,-37.803191941449654,145.05208388378492,Private room,100
656235,"Private, self contained apartment.",3304934,Jo,Monash,-37.89516013175121,145.08123828737556,Entire home/apt,125
657209,** Cute Studio on Chapel St ** best location,721348,Living Like Locals,Port Phillip,-37.86094211882367,144.99298554358305,Entire home/apt,93
661004,Artist Warehouse Apartment Fitzroy,3251357,Ryan,Yarra,-37.79688588262487,144.981315267091,Entire home/apt,180
662482,Large Victorian Style Building 2,569413,Dina,Port Phillip,-37.835745003495234,144.96476655989647,Entire home/apt,700
662489,Triple Guest Room Ensuited,569413,Dina,Port Phillip,-37.8361078311033,144.96450184608372,Private room,100
668738,Stylish Modern Apt_St Kilda Beach,3384635,Susan,Port Phillip,-37.859461748265424,144.97905308787674,Entire home/apt,120
670329,Warehouse Conversion Collingwood,3396535,Jim,Yarra,-37.80318405702039,144.98530753040495,Entire home/apt,170
671981,Sofabed in Yarraville - nice sub,3395313,Tyler,Maribyrnong,-37.81554755329968,144.88716851946938,Shared room,100
674843,Fitzroy Terrace - Large Bedroom with ensuite,3427049,Effie,Melbourne,-37.80908363442308,144.98195152594047,Private room,80
690762,Room To Let Next to Chilsom Tafe,3529788,Thomas,Greater Dandenong,-37.974133664891276,145.2195461397694,Private room,80
691140,B&B Guest House with Pool Room 2,2616259,Peter,Glen Eira,-37.892392056813094,145.0749476796291,Private room,68
691144,B&B Guest House with Pool Room 3,2616259,Peter,Glen Eira,-37.892759555940316,145.0758644158323,Private room,68
692656,B&B Guest House with Pool Room 4,2616259,Peter,Glen Eira,-37.891331043023776,145.07688631209396,Private room,62
693216,Share our BigOldFamilyHome in High St Northcote,3546073,Sandra,Darebin,-37.78184749788694,144.99810605014096,Private room,73
694376,Executive Bay Views St Kilda,1710397,Amanda,Port Phillip,-37.8597293673654,144.98316239297117,Entire home/apt,174
712261,Charming 1930s Flat East St Kilda,738640,Chelle,Port Phillip,-37.8682731860657,144.99646766703427,Entire home/apt,96
712598,"Spacious, Charming Home!",1499650,Charlie,Maribyrnong,-37.816247571751276,144.89438077385344,Entire home/apt,289
724777,Peaceful self-contained studio,3746937,Louise,Nillumbik,-37.609930474762336,145.21020894495405,Private room,69
728162,Melb Inner City 4 bed house,3776061,Tracy,Yarra,-37.80338889527336,144.99454098978615,Entire home/apt,400
731330,BREATHTAKING VIEWS - FULLY FURNISHE,2027601,Bill,Port Phillip,-37.86025479178868,144.97122209696624,Entire home/apt,119
739896,3 Level Apartment with Rooftop!,3871035,Phil,Moreland,-37.771557781336405,144.97461199669436,Entire home/apt,300
752666,"Art filled, 2 Bedroom Apartment in Melbourne CBD",2865066,Quan,Melbourne,-37.80991844189105,144.95826646167276,Entire home/apt,84
754134,Funky Flinders Lane Apartment  Melbourne CBD,3570625,Kim,Melbourne,-37.815975417413235,144.96713904962377,Entire home/apt,150
758097,Charming cottage in Sandringham,3993802,Danny,Bayside,-37.9601692423853,145.0212196327144,Entire home/apt,100
